user,text,date,emotion,sentiment
@daniguerraaa,Eh wey las direccionales no gastan gasolina!!!!,"Jan 5, 2024 · 10:48 PM UTC",playful,joyful
@uby77,"Esta tarde, en la zona Travieso / Cano / San Bernardo, predominaba el fachaleco, el pelaso cayetano y los mocasines con pantalones tobilleros entre el piberio de 20 a 25 años. Y hasta aquí, mi aportación a esta noche de botellón.","Jan 5, 2024 · 10:31 PM UTC",playful,joyful
@Alexandraa_gmz,Yo solo quiero ir a un concierto del Travieso 😔,"Jan 5, 2024 · 10:30 PM UTC",playful,joyful
@Kanpechio,"Página 298 de 365  Mi abuelo materno nació antes de la segunda guerra mundial y mi abuela materna nació durante esta, pero ya cuando solo era Japón quien seguía. Mis abuelos paternos nacieron después.","Jan 5, 2024 · 9:00 PM UTC",playful,joyful
@Iamcadaluna,Estoy bien,"Jan 5, 2024 · 8:20 PM UTC",playful,joyful
@enekalms,me pitan tanto las orejas que creo que me va a salir humo de ellas como un dibujo animado,"Jan 6, 2024 · 2:49 AM UTC",playful,joyful
@Jonathan_1999x,"Sé de sobra que Zoro es un personaje ficticio animado, pero por qué está tan bueno???","Jan 6, 2024 · 2:41 AM UTC",playful,joyful
@desolantee,Cuando esté más animado respondo todo.,"Jan 6, 2024 · 2:16 AM UTC",playful,joyful
@David05796955,"Oficialmente mañana se estrena el primer capítulo animado de el arco de egged, de los mejores arcos que va hasta ahora 🤠","Jan 6, 2024 · 2:07 AM UTC",playful,joyful
@DonFlacoSG,Peque gamers debido un caso laboral y personal no me siento animado a stremear hoy nos vemos mañana,"Jan 6, 2024 · 1:52 AM UTC",playful,joyful
@adaaaaav,ver lo de shibuya animado de jujutsu kaisen es una comedera de mierda tan hp me siento recordando vietnam,"Jan 6, 2024 · 1:45 AM UTC",playful,joyful
@carolbonillafm,"¡Buenas noches! Si sus majestades los Reyes Magos de Oriente han pasado ya por vuestras casas, y os habéis animado a abrir los regalos, por favor, responded o DM 🎄🥳🎁","Jan 6, 2024 · 1:41 AM UTC",playful,joyful
@GHwstan,🚨 Ultima ronda (vale doble): personaje de un dibujo animado sobre demonios que termina por convertirse en el corazón de su amo,"Jan 6, 2024 · 1:37 AM UTC",playful,joyful
@XimenaFragoso,Ya me había animado a organizar algo por mi cumpleaños y ya me acordé por qué no quería hacer nada.,"Jan 6, 2024 · 1:36 AM UTC",playful,joyful
@vixrez,Me sorprende la cantidad de pornx animado que hay osea a quien le puede calentar eso????,"Jan 6, 2024 · 1:21 AM UTC",playful,joyful
@pluiebattante,"HAMBURGUESAAAS. ¡Claro! También helado y banderillas si se puede.  Si, puede creerlo; se disculpa por eso. La tensión la puso muy bromista.","Jan 6, 2024 · 2:52 AM UTC",playful,joyful
@clauholly,"El 2024 se nos llevó a Carlos Bremer… era un señor tan bromista, con un buen corazón para apoyar los proyectos de los demás, aunque a veces no se vieran tan prometedores. Nunca olvidaré a mi Shark Tank favorito. 😢🕊️ Descanse en paz!","Jan 6, 2024 · 2:42 AM UTC",playful,joyful
@adrianeleuteri,"Me susurran al oído que le van a hacer una broma a mi hija. —Lía, ¿tú sabes quiénes son los Reyes Magos? Me exalto porque la niña de 8 que ya le pidió cosas por escrito a sus correspondientes destinatarios me señala de inmediato. ""No"", dice el 'bromista', ""son Melchor, Gasp...""","Jan 5, 2024 · 8:29 PM UTC",playful,joyful
@padia_22,el loco bromista se esta apagando poco a poco...,"Jan 5, 2024 · 12:02 PM UTC",playful,joyful
@psychofrcck,es bromista.,"Jan 5, 2024 · 10:18 AM UTC",playful,joyful
@SoySebas_99,"Día 4 de 366  Dios es un bromista y aunque parezca chiste, me lo suele confirmar seguido y lo bueno es que yo amo la comedia.","Jan 5, 2024 · 5:31 AM UTC",playful,joyful
@Anicoly001,???: y cuando empezaste a ser fría xq yo no te conocía así yo te veía sonriente bromista y un poco depre pero ahora estás peor Anico: pues... td lo que aparentaba no era mi real yo Y los q me amaba de vrd se tuvieron q ir +(pets),"Jan 5, 2024 · 4:52 AM UTC",playful,joyful
@_jpr29,Me hiciste sentir mal con tu actitud bromista 😿,"Jan 4, 2024 · 5:20 PM UTC",playful,joyful
@iTwiterologo,Lo q significa mi signo♎  Leal❤️‍🩹 Increible🫶🏻 Bromista🤪 Real✨ Activo✌🏽,"Jan 4, 2024 · 5:12 PM UTC",playful,joyful
@asombradalaura,"quería conquerir extremadura, tierra de conquerores, pero non veo como impresionar a la blanca nieve de su canicie- non soy acaso mesurada e discreta, jactante e sentenciosa, bromista e irónica, de culo y amplias tetas?","Jan 4, 2024 · 5:06 PM UTC",playful,joyful
@artdezeta,"En la empresa hay un chavito muy hetero que vino a dejarme hasta la esquina del depa toda la semana. Muy amable, muy risueño y muy curioso, digo yo. Pero no sé si estoy capacitado para eso. Jajaja","Jan 6, 2024 · 12:52 AM UTC",playful,joyful
@quevedo_bot,"Tú, princesa bellísima del día,  de las sombras nocturnas triunfadora,  oro risueño y púrpura pintora,  del aire melancólico alegría;","Jan 5, 2024 · 10:18 PM UTC",playful,joyful
@RisuenoNegrin,El recontracoñisimo de su madre van 6 veces que se va la energía eléctrica hoy cortoelec de mierda,"Jan 5, 2024 · 8:17 PM UTC",playful,joyful
@MariaCamilaRi1,"Yo me muero de amor por mis amigas, ustedes no saben lo feliz que me hace verlas felices, me llena el corazón ❤️‍🩹","Jan 5, 2024 · 5:08 PM UTC",playful,joyful
@notpatsyniebles,"Q a  las niñas les gusta más, el más risueño y no el más guapetón","Jan 5, 2024 · 4:06 PM UTC",playful,joyful
@heitry,"Mi hermana una vez me juró, que a las niñas les gusta más, el más risueño y no el más guapetón.","Jan 5, 2024 · 3:43 PM UTC",playful,joyful
@RisuenoNegrin,El coñisisimo de su madre otra vez sin energía eléctrica ya van 3 veces está mañana,"Jan 5, 2024 · 2:34 PM UTC",playful,joyful
@risueno,Que viva la coma y el acento!,"Jan 5, 2024 · 1:54 AM UTC",playful,joyful
@Cesarivera2111,Pa andar risueño,"Jan 5, 2024 · 1:14 AM UTC",playful,joyful
@IrmaRascons,Que hoy haya amanecido tan risueño fue un abrazo al corazón y un mami todo estará bien 🥹,"Jan 4, 2024 · 10:10 PM UTC",playful,joyful
@ParchiteJ,"Bueno, Reyes ha caído en sábado, día no laborable de todos modos, así que ni hace puente festivo ni nada de nada. No me consta que ninguna comunidad autónoma lo haya dejado para el lunes, que hubiera sido una tontería.","Jan 6, 2024 · 3:17 AM UTC",playful,joyful
@Laudithricardoc,"Según yo iba a empezar el gym el lunes y resulta que es festivo, nombe no, así no se puede.🫠🤣","Jan 6, 2024 · 3:08 AM UTC",playful,joyful
@Ckrystofer,Menos mal que mañana es día festivo martita,"Jan 6, 2024 · 3:01 AM UTC",playful,joyful
@JOHNECORTES,"Pensando que este es el Último puente festivo , toca esperar hasta marzo 🙊","Jan 6, 2024 · 3:00 AM UTC",playful,joyful
@nicoletopia00,"Como me vas a poner mi cumpleaños un viernes y con festivo, ah?😍","Jan 6, 2024 · 2:40 AM UTC",playful,joyful
@wolf_2503,"cumplo un día festivo, jueputa que suerte","Jan 6, 2024 · 2:35 AM UTC",playful,joyful
@mujerbonsai,"No sé si leer a Marianita Enríquez es lo más festivo que una puede hacer de vacaciones, la verdad un poco me quiero corchear","Jan 6, 2024 · 2:00 AM UTC",playful,joyful
@kmikstilla,Contigo Todos los días parecen festivo 😍🤍,"Jan 6, 2024 · 1:35 AM UTC",playful,joyful
@KiraSepso,ahora mi TL está llena de franceses llorando que dbs es mierda y no sé por qué,"Jan 6, 2024 · 1:01 AM UTC",playful,joyful
@Del_a_dos,Que costara poner metro toda la Noche cada 30 mins un Viernes Noche vispera de festivo?,"Jan 6, 2024 · 12:43 AM UTC",playful,joyful
@caballerojessi7,Que gracioso baila joel xd #GranHermano,"Jan 6, 2024 · 3:28 AM UTC",playful,joyful
@reimgn,"¿Cuál es la gracia de actuar como novias tóxicas celosas enfermizas? No es gracioso, no es edgy, da pena ajena 😭","Jan 6, 2024 · 3:27 AM UTC",playful,joyful
@mbymntzki,que gracioso que ya tengo turno en la peluquería,"Jan 6, 2024 · 3:25 AM UTC",playful,joyful
@N94LL,chicos busco novio requisitos - q sea gracioso - q me quiera (no excluyente),"Jan 6, 2024 · 3:25 AM UTC",playful,joyful
@luzzguzmann,que gracioso,"Jan 6, 2024 · 3:23 AM UTC",playful,joyful
@memecobre,"Todo muy gracioso: estaba esperando al micro en la terminal de moronga 12 de la noche. Aparece mi ex, me hace más amena la espera, buena charla. Viene primero mi micro y adiós, que lastima pero adiós. Muy Floricienta todo, amo.","Jan 6, 2024 · 3:21 AM UTC",playful,joyful
@BrianArga_,siento que la premisa de Undead Unluck está bien y es bastante gracioso pero los enemigos son bastante zzz,"Jan 6, 2024 · 3:19 AM UTC",playful,joyful
@candelismo,q gracioso q la hayan sacado a la pepona se descansan solitos jakjajk,"Jan 6, 2024 · 3:18 AM UTC",playful,joyful
@madwoman97s,el manzana tiene 5 pasos que gracioso,"Jan 6, 2024 · 3:17 AM UTC",playful,joyful
@IzzBlack_,"¿Por qué mierda de todos los personajes y de todos los muñecos de Dragon Ball veo a ese?  Pinche universo culero. Y lo más gracioso es que de todo el pasillo del tianguis de juguetes era solo ese, no mames JAJAJAJA ay el universo es culero.","Jan 6, 2024 · 3:17 AM UTC",playful,joyful
@jpierrem,"""Ni mi gisti diigi tirris, ni isti il nivil dil cintiniri, hirminis yiipin ni pisi nidi , riil rimiri is pivi, istin hiciindi in pipilin, firriri rininci"" se olvidaron que somos un club de fútbol? creen que la U es su tono, su juerguista de los fines de semana chibolos cojudos!","Jan 6, 2024 · 2:34 AM UTC",playful,joyful
@DYebra,"En 'Existiríamos el mar', B. Gopegui propone ""un PIB de los momentos de euforia compartida, la juerguista y la calmada, todo tipo de euforia"". Me ha hecho pensar en regiones deprimidas según la medición de la actividad oficial que serían top 10 internacional según este indicador","Jan 2, 2024 · 7:01 PM UTC",playful,joyful
@alkatranck,"El episodio 3 de #WhatIf a la altura del Thor juerguista… Supongo que se puede comprar como especial navideño pero… se me ha hecho larguísimo, personajes nada interesantes y físicamente feos.","Dec 25, 2023 · 1:47 AM UTC",playful,joyful
@Bernard50716782,"A los que critican a Rubiales por machista, juerguista, mujeriego y demás les recuerdo que el está hay por el PSOE. Su padre milita en el PSOE. Y puede que sepa muchas cosas del PSOE.","Dec 7, 2023 · 1:28 PM UTC",playful,joyful
@Juangregorial,Yo quiero un capitalismo cachondo y juerguista y al socialismo ascético decrecentista que le den por culillo.,"Dec 6, 2023 · 12:54 AM UTC",playful,joyful
@CheckmateBreaks,Que naciera a las 4:20 de la madrugada tendrá algo que ver con el hecho de que sea tremendo juerguista disfrutón?,"Dec 3, 2023 · 9:54 PM UTC",playful,joyful
@JLeon_SC,"A veces quisiera ser Linguo, un robot juerguista.","Dec 2, 2023 · 2:45 AM UTC",playful,joyful
@PHeNTuW,— Uno tan trabajador y otro tan juerguista.  Adivinad quien es quien de quiénes habla.,"Nov 13, 2023 · 7:15 AM UTC",playful,joyful
@lapidaderojo,"// Mi Elvira chiquita ha salido un poco juerguista. Se pasó toda la noche en la mansión Lápida y se fue directamente de ahí al colegio, sin pasar por casa.","Nov 9, 2023 · 8:48 PM UTC",playful,joyful
@faustianovich,"El hombre del saco de los sueños original, Robert Englund, se apodera de la madrugada de Halloween BMAD con la juerguista, VIERNES 13 y gore FREDDY VS JASON (23.50h), y con la surrealista y con trip 3D (que no veremos) PESADILLA FINAL: LA MUERTE DE FREDDY (1.35h).","Oct 31, 2023 · 4:57 AM UTC",playful,joyful
@LizSalcido1,"mi alma está alegre, mi corazón está contento y mi cuerpo cubierto, no siente el frío. Me mantiene calentita, una chispeante hoguera que me indica que el calor es bienestar, es vida. Disfruto de un rico cafecito recién hecho que, mientras lo tomo, alborota mis ideas y hace que mi","Jan 3, 2024 · 12:26 AM UTC",playful,joyful
@mimilus28,"Voy a ver el drama sandía chispeante, preparándome mentalmente para llorar:3","Jan 1, 2024 · 4:39 PM UTC",playful,joyful
@miumiuhadita,"LA SANDÍA CHISPEANTE EFA EL DOS, HUBIERAN METIDO MAS BOTS","Dec 31, 2023 · 4:48 PM UTC",playful,joyful
@faustianovich,"Benito Perojo a la altura de los LaCava y compañía de la comedia 30s hollywoodienses con LOS HIJOS DE LA NOCHE (La2, 00.48h), el DAMA POR UN DÍA (UN GÁNGSTER PARA UN MILAGRO) al servicio de una chispeante Estrellita Castro.","Dec 29, 2023 · 4:54 AM UTC",playful,joyful
@Richard_p0k5,Un festival de poesía en las montañas saca a relucir el chispeante talento de los niños de la zona,"Dec 27, 2023 · 7:26 PM UTC",playful,joyful
@glosscnery,ando viendo la sandia chispeante y ando como tonta pegada ahi qyu,"Dec 27, 2023 · 12:03 AM UTC",playful,joyful
@voysingalas,"🫣 solo espero que no entren en persecuciones de entornos y lamecuIismos varios quienes soltaron el nombre chispeante mas horrible jamas inventado. Nah, es broma, seguro que ya están en ello.","Dec 25, 2023 · 10:03 PM UTC",playful,joyful
@imthatnoona,viendo reels me apareció uno de yichan de sandía chispeante y me acordé de weak hero class y ahora me quiero pegar un tiro en la mesa navideña,"Dec 25, 2023 · 4:01 AM UTC",playful,joyful
@JoanGalera7,"🎵🎶🎵🎶 ""Al mundo entero quiero dar un mensaje de paz (menos a Palestina) Y todos juntos celebrar que volvemos a empezar (más de 10.000 niños asesinados) Tan chispeante es la razón que te hace deslumbrar (????) Que es el momento de sentir la dulce libertad"" #FreePalestine","Dec 24, 2023 · 9:53 AM UTC",playful,joyful
@bbjustinxhails,Fue buena sandía chispeante puta que llore con el último capítulo pero ame el final 🥹🥹,"Dec 24, 2023 · 6:07 AM UTC",playful,joyful
@espontane_o,"Un día eres joven y al siguiente andas diciendo: ""que bonita se mira San Pedro Sula con los macuelizos floreando"".","Jan 6, 2024 · 2:49 AM UTC",playful,joyful
@adaly1_,"Tan lleno de amor, tan espontáneo pero sobre todo lindo","Jan 6, 2024 · 1:56 AM UTC",playful,joyful
@ChristopherTr_,Uggggggh la urgencia de algo espontáneo me mata,"Jan 6, 2024 · 1:41 AM UTC",playful,joyful
@gianfrancorami4,"En cambio sentirse amado, es un estilo de formar a la  persona desde la familia, con valores, principios y claramente la incorporación de ese sentimiento de apoyo tan profundo y espontáneo llamado amor que hace que las personas finalmente amén y hagan sentir amados a los demás","Jan 6, 2024 · 1:19 AM UTC",playful,joyful
@duendesolyalma,"""Todo fue tan espontáneo, tan natural, que a ninguno de los dos nos pareció nada raro que, de pronto, mi mano estuviera en su mano y que nos miráramos como dos tontos"" (Benedetti)","Jan 6, 2024 · 12:58 AM UTC",playful,joyful
@mroblesmx,"El video “espontáneo” de una joven “espontánea” (que actúa peor que futbolista fingiendo penal) que visita a la candidata de la oposición carente de ideas y proyectos de gobierno es más tieso que un brazo de santo de iglesia barroca.  Sigan así, “ban vien” 🤷🏻‍♂️","Jan 6, 2024 · 12:56 AM UTC",playful,joyful
@Enzitu_,"Entiendo lo lindo que queda hacer todo ""aesthetic"", pero lo hacen de forma tan forzada que arruina lo bueno de lo natural y espontáneo, ponganse media pila y dejen de ser tan mogolicos","Jan 5, 2024 · 11:51 PM UTC",playful,joyful
@josebbbc,atake d chochoneria y feliz espontaneo,"Jan 5, 2024 · 11:41 PM UTC",playful,joyful
@gilmaramg_,"¿Qué tan probable es que el despunte de inseguridad de este inicio de año no sea espontáneo sino responsivo, ante los movimientos de las autoridades (caso metástasis)? Lazos entre gdo y política son cada vez más evidentes y a alguien arriba de la estructura puede no gustarle eso","Jan 5, 2024 · 11:10 PM UTC",playful,joyful
@cosmeluichito,"Qué cosa la junta de lindos con lindos y lindas con lindas. Se presume un fenómeno espontáneo con fuertes incentivos para sus integrantes, pero lo cierto es que la validación externa los confirma. Si no fueran considerados ""los lindos"" por los demás, el fenómeno se desarma.","Jan 5, 2024 · 10:12 PM UTC",playful,joyful
@DanniElTravieso,"Compra barato en un lugar caro, pero nunca compres caro, en un lugar barato.🙌","Jan 6, 2024 · 3:11 AM UTC",playful,joyful
@daniguerraaa,Las personas con Android son las más infieles,"Jan 6, 2024 · 12:55 AM UTC",playful,joyful
@ma1gicmushro0ms,quiero ir a ver a mi travieso Scott,"Jan 6, 2024 · 12:20 AM UTC",playful,joyful
@SpinolaTravieso,Que rico estuvo esta semana en Orlando,"Jan 5, 2024 · 10:55 PM UTC",playful,joyful
@axozernice,nmmn ya no habia visto al mateo y ya es muy grande y más travieso 😭,"Jan 5, 2024 · 10:54 PM UTC",playful,joyful
@daniguerraaa,Eh wey las direccionales no gastan gasolina!!!!,"Jan 5, 2024 · 10:48 PM UTC",playful,joyful
@uby77,"Esta tarde, en la zona Travieso / Cano / San Bernardo, predominaba el fachaleco, el pelaso cayetano y los mocasines con pantalones tobilleros entre el piberio de 20 a 25 años. Y hasta aquí, mi aportación a esta noche de botellón.","Jan 5, 2024 · 10:31 PM UTC",playful,joyful
@Alexandraa_gmz,Yo solo quiero ir a un concierto del Travieso 😔,"Jan 5, 2024 · 10:30 PM UTC",playful,joyful
@Kanpechio,"Página 298 de 365  Mi abuelo materno nació antes de la segunda guerra mundial y mi abuela materna nació durante esta, pero ya cuando solo era Japón quien seguía. Mis abuelos paternos nacieron después.","Jan 5, 2024 · 9:00 PM UTC",playful,joyful
@Iamcadaluna,Estoy bien,"Jan 5, 2024 · 8:20 PM UTC",playful,joyful
@VincentStefan5,"Existe en mi joven y jovial mente un poco de fe que Guatemala es el primero de muchos países que generan un cambio pro democrático; una nueva fuerza que contrarresta los casos como Bukele, Duterte, Modi, orban, bolsonairo, Xi, Putin, Trump.","Jan 6, 2024 · 3:28 AM UTC",playful,joyful
@Ax8XF,"Necesito un desarrollo de personaje, una pequeña charla en la tarde me permitió vislumbrar que no he tenido cambios drásticos -aparte de los que entran en los normales-.","Jan 6, 2024 · 12:25 AM UTC",playful,joyful
@Ax8XF,Que 💩 todo este trozo de tierra.,"Jan 5, 2024 · 9:17 PM UTC",playful,joyful
@_nianhao,"Extraño cuando los roles se llenaban de KHR en mi momento más jovial, djxghdhs.","Jan 5, 2024 · 5:34 PM UTC",playful,joyful
@joe_jovial77,"Buenos días Dios te bendiga hoy Viernes 5 de Enero de 2024  Busca a Dios todos los días de tú vida, no andes en pecado huye del mal,lee la biblia,orar si. Cesar,ayunar la obediencia a Dios es primordial alabale  por qué él es bueno y para sie.pre su misericordia Jesús te ama...","Jan 5, 2024 · 3:30 PM UTC",playful,joyful
@JQuirogaOr,Escuchar a María Isabel Urrutia tan campante y jovial sobre algo tan importante me genera estrés y ansiedad.,"Jan 5, 2024 · 4:30 AM UTC",playful,joyful
@Ax8XF,"Bueno, en unos añitos como que se les va a cumplir el deseo de que no habrá clase baja... Bravo (?)","Jan 5, 2024 · 3:50 AM UTC",playful,joyful
@Ax8XF,"Nah mks, necesito un tremendo abrazo. Estoy que me caigo por saudade.","Jan 5, 2024 · 2:37 AM UTC",playful,joyful
@Ax8XF,"Gobiernos cacorros, que ningún hp expresidente y su gabinete vengan a decir cómo reparar cosas -incluyo a los actuales-.","Jan 5, 2024 · 2:33 AM UTC",playful,joyful
@Ax8XF,"Si Sura se va, solo perdemos nosotros. Ellos ya tienen todo asegurado.","Jan 5, 2024 · 1:41 AM UTC",playful,joyful
@janina_valles,"Nadie como mis tías Naty, Nancy y Alicia, celebrando mi travesura de la tarde 🥹❤️‍🩹✨","Jan 6, 2024 · 1:50 AM UTC",playful,joyful
@reneesme0115,Me encanta cuando F hace una travesura y le pido una explicación al respecto y literalmente me da una explicación científica 😂💙,"Jan 5, 2024 · 10:57 PM UTC",playful,joyful
@Estaespiral,Hice una mi travesura y ya ando viendo la cagada que fue JAJAJAJA EN FIN.,"Jan 5, 2024 · 9:33 PM UTC",playful,joyful
@J0t4_bgl,"El otro día en el parque de atracciones Patricio me chocó el hombro y salió corriendo en plan travesura. Lo que no sabe, es que tengo monitorizadas las veces que va a cagar en su jornada laboral (excesivas, eludiendo así sus reponsabilidades con los niños) Patricio voy a por ti.","Jan 5, 2024 · 6:36 PM UTC",playful,joyful
@ClaudiaAdame,"Un café y una peliculita antes de revisar cómo va el informe de gastos de precampaña de un cliente.  Se oye muy mal, sí pero no importa, así arranco mi día.  Ustedes también cómanse el postre primero aunque sea solo por la travesura 😃.","Jan 5, 2024 · 12:22 PM UTC",playful,joyful
@CNTRLM1ND,"⠀ ⠀⠀         ⠀⠀〝 ¿No notas algo distinto?  〞  ⠀Su ausencia en el día era motivo de su nuevo percing, que em cuanto volvio a casa menciono tal travesura a @inaflashdrive.","Jan 5, 2024 · 4:41 AM UTC",playful,joyful
@CandeCa51388178,Yo me pregunto cual sera mi primera travesura de este 2024🤭😈🤪,"Jan 5, 2024 · 2:42 AM UTC",playful,joyful
@Salamanqueza,Es la travesura de la entidad. Dice el guero.,"Jan 5, 2024 · 12:42 AM UTC",playful,joyful
@Salamanqueza,Es paete del trato dixe el sistrma penal de jsitiica caoigal del pais. Y aki ests mi travesura dice el guero.,"Jan 5, 2024 · 12:23 AM UTC",playful,joyful
@gusgus0804,Luego de la travesura viene el arrepentimiento,"Jan 4, 2024 · 10:38 PM UTC",playful,joyful
